ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET000446,CUST063172,Delayed Refund,2025-04-02,1
TICKET000447,CUST048799,ATM Withdrawal Failed,2025-04-28,8
TICKET000448,CUST051245,Incorrect Charges,2025-01-05,3
TICKET000449,CUST023092,Delayed Refund,2025-02-02,1
TICKET000450,CUST089212,ATM Withdrawal Failed,2025-02-17,7
TICKET000451,CUST021537,KYC Verification Delay,2024-10-29,8
TICKET000452,CUST018438,Delayed Refund,2024-10-19,9
TICKET000453,CUST046811,Account Locked,2024-08-20,9
TICKET000454,CUST097347,Poor Customer Service,2024-09-23,4
TICKET000455,CUST066737,Poor Customer Service,2024-10-03,1
TICKET000456,CUST078921,Card Not Working,2024-08-01,3
TICKET000457,CUST084344,Loan Application Rejected,2024-09-14,6
TICKET000458,CUST013342,Delayed Refund,2025-03-23,2
TICKET000459,CUST068155,Poor Customer Service,2024-06-24,7
TICKET000460,CUST033184,Account Locked,2025-02-04,9
TICKET000461,CUST003075,KYC Verification Delay,2025-01-19,5
TICKET000462,CUST062584,Loan Application Rejected,2025-03-09,3
TICKET000463,CUST001666,Mobile App Issues,2025-05-05,6
TICKET000464,CUST005963,Unauthorized Transaction,2024-05-30,10
TICKET000465,CUST080109,Incorrect Charges,2025-01-02,8
TICKET000466,CUST014402,ATM Withdrawal Failed,2024-11-02,10
TICKET000467,CUST011950,Delayed Refund,2024-10-20,9
TICKET000468,CUST098205,KYC Verification Delay,2024-06-01,10
TICKET000469,CUST087463,KYC Verification Delay,2024-07-25,6
TICKET000470,CUST028578,Unauthorized Transaction,2024-11-05,9
TICKET000471,CUST023690,Incorrect Charges,2024-12-22,4
TICKET000472,CUST058507,Loan Application Rejected,2024-05-10,6
TICKET000473,CUST086763,Mobile App Issues,2024-12-15,10
TICKET000474,CUST060207,Poor Customer Service,2025-01-23,4
TICKET000475,CUST000480,Mobile App Issues,2024-09-20,7
TICKET000476,CUST080084,Mobile App Issues,2024-07-14,1
TICKET000477,CUST081268,Unauthorized Transaction,2024-06-07,1
TICKET000478,CUST014447,Loan Application Rejected,2024-07-21,5
TICKET000479,CUST011165,KYC Verification Delay,2025-01-28,5
TICKET000480,CUST016254,Account Locked,2025-04-19,9
TICKET000481,CUST013362,Poor Customer Service,2025-03-21,7
TICKET000482,CUST076011,Poor Customer Service,2024-06-27,0
TICKET000483,CUST070126,Mobile App Issues,2025-01-24,9
TICKET000484,CUST019368,ATM Withdrawal Failed,2024-10-31,1
TICKET000485,CUST050671,Poor Customer Service,2024-06-09,4
TICKET000486,CUST026464,Loan Application Rejected,2024-08-22,7
TICKET000487,CUST068335,Incorrect Charges,2025-03-16,1
TICKET000488,CUST070215,Poor Customer Service,2025-02-07,3
TICKET000489,CUST019545,Poor Customer Service,2025-01-26,7
TICKET000490,CUST067808,Card Not Working,2024-05-16,4
TICKET000491,CUST058186,Delayed Refund,2024-12-05,10
TICKET000492,CUST045971,Loan Application Rejected,2024-12-14,6
TICKET000493,CUST068605,Delayed Refund,2025-03-28,2
TICKET000494,CUST097330,Incorrect Charges,2024-08-14,8
TICKET000495,CUST063206,ATM Withdrawal Failed,2024-08-21,4
TICKET000496,CUST049183,Incorrect Charges,2024-09-04,4
TICKET000497,CUST042875,ATM Withdrawal Failed,2024-06-17,4
TICKET000498,CUST038635,KYC Verification Delay,2024-12-01,7
TICKET000499,CUST023496,Mobile App Issues,2024-07-10,3
TICKET000500,CUST054553,Unauthorized Transaction,2024-06-07,3
TICKET000501,CUST098361,Delayed Refund,2025-04-25,0
TICKET000502,CUST091693,Incorrect Charges,2024-11-08,1
TICKET000503,CUST024830,Unauthorized Transaction,2025-04-17,8
TICKET000504,CUST002686,KYC Verification Delay,2024-10-10,1
TICKET000505,CUST017066,ATM Withdrawal Failed,2025-03-23,2
TICKET000506,CUST009419,Poor Customer Service,2025-03-01,6
TICKET000507,CUST016520,Incorrect Charges,2024-06-14,2
TICKET000508,CUST038155,KYC Verification Delay,2024-12-17,7
TICKET000509,CUST034484,Unauthorized Transaction,2025-01-21,5
TICKET000510,CUST073755,ATM Withdrawal Failed,2025-04-20,3
TICKET000511,CUST012518,Poor Customer Service,2024-08-01,9
TICKET000512,CUST016906,Poor Customer Service,2025-02-22,10
TICKET000513,CUST012558,Card Not Working,2024-09-26,10
TICKET000514,CUST046429,Incorrect Charges,2024-07-31,7
TICKET000515,CUST095258,Poor Customer Service,2024-08-24,7
TICKET000516,CUST024354,Mobile App Issues,2025-03-13,3
TICKET000517,CUST006537,Mobile App Issues,2025-04-16,4
TICKET000518,CUST033320,ATM Withdrawal Failed,2024-12-20,4
TICKET000519,CUST053989,KYC Verification Delay,2024-06-05,7
TICKET000520,CUST060670,Poor Customer Service,2025-01-17,1
TICKET000521,CUST038249,Loan Application Rejected,2025-03-05,0
TICKET000522,CUST037681,Account Locked,2024-06-04,6
TICKET000523,CUST027976,ATM Withdrawal Failed,2024-06-09,2
TICKET000524,CUST060335,Loan Application Rejected,2024-11-18,3
TICKET000525,CUST048438,Card Not Working,2024-11-22,9
TICKET000526,CUST066543,Card Not Working,2024-06-17,10
TICKET000527,CUST072006,Unauthorized Transaction,2024-12-27,9
TICKET000528,CUST031125,Incorrect Charges,2025-01-31,8
TICKET000529,CUST044341,Account Locked,2024-05-22,4
TICKET000530,CUST044869,Card Not Working,2024-10-12,5
TICKET000531,CUST019444,Loan Application Rejected,2025-03-09,10
TICKET000532,CUST069998,KYC Verification Delay,2025-04-07,1
TICKET000533,CUST083439,Loan Application Rejected,2024-12-13,0
TICKET000534,CUST073062,KYC Verification Delay,2024-08-02,2
TICKET000535,CUST000689,Account Locked,2024-09-17,5
TICKET000536,CUST074426,Incorrect Charges,2024-06-07,8
TICKET000537,CUST028221,Poor Customer Service,2024-08-15,3
TICKET000538,CUST015681,Mobile App Issues,2024-06-12,1
TICKET000539,CUST021913,Account Locked,2024-09-14,6
TICKET000540,CUST000559,KYC Verification Delay,2024-11-23,1
TICKET000541,CUST005405,KYC Verification Delay,2024-08-14,9
TICKET000542,CUST011242,Loan Application Rejected,2025-04-08,6
TICKET000543,CUST058802,Poor Customer Service,2025-01-12,1
TICKET000544,CUST066578,ATM Withdrawal Failed,2025-04-16,10
TICKET000545,CUST059074,Delayed Refund,2024-09-22,8
TICKET000546,CUST081835,KYC Verification Delay,2025-04-01,5
TICKET000547,CUST099737,Poor Customer Service,2025-05-07,0
TICKET000548,CUST035728,Delayed Refund,2024-08-12,8
TICKET000549,CUST085727,Card Not Working,2024-05-23,4
TICKET000550,CUST030169,Unauthorized Transaction,2024-05-26,2
TICKET000551,CUST058579,Delayed Refund,2025-04-23,5
TICKET000552,CUST091413,Unauthorized Transaction,2025-01-17,9
TICKET000553,CUST019481,ATM Withdrawal Failed,2024-06-07,10
TICKET000554,CUST068142,Unauthorized Transaction,2025-03-17,4
TICKET000555,CUST030728,Loan Application Rejected,2024-12-12,7
TICKET000556,CUST086344,Loan Application Rejected,2024-12-10,9
TICKET000557,CUST031178,KYC Verification Delay,2024-08-03,2
TICKET000558,CUST006000,Account Locked,2025-03-31,1
TICKET000559,CUST059856,KYC Verification Delay,2025-01-09,1
TICKET000560,CUST021134,Poor Customer Service,2025-04-15,4
TICKET000561,CUST003698,Card Not Working,2024-09-18,3
TICKET000562,CUST019978,Unauthorized Transaction,2024-10-05,9
TICKET000563,CUST055554,Delayed Refund,2024-05-25,7
TICKET000564,CUST012461,KYC Verification Delay,2024-07-02,1
TICKET000565,CUST062857,KYC Verification Delay,2025-02-05,6
TICKET000566,CUST037714,Incorrect Charges,2025-01-09,7
TICKET000567,CUST043525,Incorrect Charges,2025-04-02,1
TICKET000568,CUST048445,Incorrect Charges,2024-11-11,8
TICKET000569,CUST072599,Card Not Working,2024-07-05,6
TICKET000570,CUST098839,Loan Application Rejected,2024-06-28,2
TICKET000571,CUST004778,Mobile App Issues,2024-08-26,3
TICKET000572,CUST002740,Poor Customer Service,2024-11-04,7
TICKET000573,CUST092573,Mobile App Issues,2024-06-20,7
TICKET000574,CUST083869,Account Locked,2024-12-31,9
TICKET000575,CUST054183,Unauthorized Transaction,2024-09-14,5
TICKET000576,CUST006654,Incorrect Charges,2024-09-20,7
TICKET000577,CUST023071,Incorrect Charges,2024-11-11,3
TICKET000578,CUST035831,ATM Withdrawal Failed,2025-03-30,4
TICKET000579,CUST080651,Loan Application Rejected,2024-12-02,10
TICKET000580,CUST027358,Unauthorized Transaction,2025-02-26,2
TICKET000581,CUST024781,Incorrect Charges,2024-08-14,6
TICKET000582,CUST061430,Mobile App Issues,2024-07-24,6
TICKET000583,CUST095304,Incorrect Charges,2025-03-05,3
TICKET000584,CUST079457,Loan Application Rejected,2024-08-26,6
TICKET000585,CUST060847,ATM Withdrawal Failed,2025-03-06,7
TICKET000586,CUST026692,Card Not Working,2024-10-20,3
TICKET000587,CUST033629,Card Not Working,2025-01-03,0
TICKET000588,CUST009822,Account Locked,2024-12-24,2
TICKET000589,CUST053350,Incorrect Charges,2024-05-30,0
TICKET000590,CUST039879,ATM Withdrawal Failed,2024-10-20,7
TICKET000591,CUST050180,ATM Withdrawal Failed,2024-11-24,0
TICKET000592,CUST039287,Loan Application Rejected,2024-07-19,9
TICKET000593,CUST000189,Card Not Working,2025-02-06,8
TICKET000594,CUST080569,Unauthorized Transaction,2024-07-23,4
TICKET000595,CUST042591,Card Not Working,2024-05-12,9
TICKET000596,CUST001042,Card Not Working,2024-08-31,4
TICKET000597,CUST089658,Delayed Refund,2025-01-05,9
TICKET000598,CUST069229,Incorrect Charges,2024-06-08,8
TICKET000599,CUST081780,ATM Withdrawal Failed,2024-12-04,2
TICKET000600,CUST068623,Delayed Refund,2025-04-30,1
TICKET000601,CUST022014,Loan Application Rejected,2024-08-22,7
TICKET000602,CUST026071,Poor Customer Service,2024-06-19,8
TICKET000603,CUST095877,ATM Withdrawal Failed,2024-10-21,8
TICKET000604,CUST020545,KYC Verification Delay,2024-06-08,4
TICKET000605,CUST003440,Loan Application Rejected,2024-12-30,7
TICKET000606,CUST054688,Loan Application Rejected,2024-12-06,9
TICKET000607,CUST044948,KYC Verification Delay,2025-04-12,9
TICKET000608,CUST020473,ATM Withdrawal Failed,2024-12-09,1
TICKET000609,CUST046536,Loan Application Rejected,2025-04-05,2
TICKET000610,CUST057503,Loan Application Rejected,2024-08-06,0
TICKET000611,CUST009104,Card Not Working,2024-12-30,7
TICKET000612,CUST048388,KYC Verification Delay,2025-04-30,1
TICKET000613,CUST069540,Poor Customer Service,2024-09-29,8
TICKET000614,CUST010832,ATM Withdrawal Failed,2024-10-27,7
TICKET000615,CUST023583,Account Locked,2024-08-14,6
TICKET000616,CUST042657,KYC Verification Delay,2024-09-16,5
TICKET000617,CUST019940,Incorrect Charges,2024-12-10,2
TICKET000618,CUST003029,Incorrect Charges,2025-01-23,8
TICKET000619,CUST018351,Delayed Refund,2024-06-30,0
TICKET000620,CUST064015,KYC Verification Delay,2024-08-10,10
TICKET000621,CUST010320,Unauthorized Transaction,2025-01-03,9
TICKET000622,CUST029164,Account Locked,2025-01-26,8
TICKET000623,CUST074338,Account Locked,2024-12-14,5
TICKET000624,CUST010611,Poor Customer Service,2025-01-10,9
TICKET000625,CUST090074,Account Locked,2024-09-27,8
TICKET000626,CUST066088,ATM Withdrawal Failed,2024-07-24,10
TICKET000627,CUST035845,Account Locked,2024-07-08,4
TICKET000628,CUST005566,Poor Customer Service,2024-07-26,0
TICKET000629,CUST035611,Poor Customer Service,2025-03-02,4
TICKET000630,CUST069489,Unauthorized Transaction,2024-08-20,6
TICKET000631,CUST003839,Poor Customer Service,2024-06-04,2
TICKET000632,CUST078014,Loan Application Rejected,2025-03-03,2
TICKET000633,CUST029275,Incorrect Charges,2024-06-16,0
TICKET000634,CUST061515,KYC Verification Delay,2024-07-21,2
TICKET000635,CUST083149,Mobile App Issues,2024-09-26,4
TICKET000636,CUST070388,Account Locked,2024-11-30,10
TICKET000637,CUST018885,Poor Customer Service,2024-06-30,9
TICKET000638,CUST097961,Mobile App Issues,2025-04-28,1
TICKET000639,CUST079357,KYC Verification Delay,2024-11-22,0
TICKET000640,CUST065010,Incorrect Charges,2025-03-02,3
TICKET000641,CUST046384,Delayed Refund,2024-09-08,2
TICKET000642,CUST006783,KYC Verification Delay,2025-02-07,1
TICKET000643,CUST094970,Unauthorized Transaction,2025-05-03,10
TICKET000644,CUST006871,Card Not Working,2025-01-17,0
TICKET000645,CUST014432,Mobile App Issues,2024-06-12,1
TICKET000646,CUST085577,Loan Application Rejected,2024-07-19,6
TICKET000647,CUST011323,Card Not Working,2024-10-22,9
TICKET000648,CUST018731,Loan Application Rejected,2025-02-04,4
TICKET000649,CUST050070,KYC Verification Delay,2025-01-18,8
TICKET000650,CUST019720,Mobile App Issues,2025-03-17,8
TICKET000651,CUST048163,Mobile App Issues,2025-02-18,1
TICKET000652,CUST088412,Unauthorized Transaction,2024-05-10,9
TICKET000653,CUST071674,Loan Application Rejected,2024-10-18,1
TICKET000654,CUST070687,ATM Withdrawal Failed,2025-01-11,8
TICKET000655,CUST051473,Account Locked,2025-05-03,4
TICKET000656,CUST017898,Delayed Refund,2025-03-07,10
TICKET000657,CUST055012,Loan Application Rejected,2024-12-27,10
TICKET000658,CUST033012,Loan Application Rejected,2025-01-21,1
TICKET000659,CUST003726,KYC Verification Delay,2024-08-04,7
TICKET000660,CUST044768,Card Not Working,2024-06-06,4
TICKET000661,CUST012173,KYC Verification Delay,2024-08-23,9
TICKET000662,CUST059589,Poor Customer Service,2024-05-27,0
TICKET000663,CUST007739,Account Locked,2024-06-10,2
TICKET000664,CUST048410,Incorrect Charges,2025-03-19,0
TICKET000665,CUST075137,Delayed Refund,2024-12-28,8
TICKET000666,CUST025908,KYC Verification Delay,2024-12-31,1
TICKET000667,CUST096155,Card Not Working,2024-09-22,5
TICKET000668,CUST094317,Mobile App Issues,2024-08-08,2
TICKET000669,CUST046962,Delayed Refund,2025-02-23,2
TICKET000670,CUST043991,Account Locked,2024-09-21,2
TICKET000671,CUST067393,Mobile App Issues,2024-12-20,7
TICKET000672,CUST070424,Delayed Refund,2025-02-24,1
TICKET000673,CUST052484,Card Not Working,2025-01-23,0
TICKET000674,CUST026777,Loan Application Rejected,2024-10-24,5
TICKET000675,CUST000958,Mobile App Issues,2024-07-09,6
TICKET000676,CUST035398,ATM Withdrawal Failed,2024-09-09,10
TICKET000677,CUST065813,Incorrect Charges,2024-11-09,6
TICKET000678,CUST032807,Loan Application Rejected,2024-05-23,8
TICKET000679,CUST049178,Account Locked,2025-03-28,7
TICKET000680,CUST050843,Card Not Working,2024-05-14,8
TICKET000681,CUST013483,Poor Customer Service,2024-10-14,3
TICKET000682,CUST097306,Account Locked,2025-01-19,7
TICKET000683,CUST086534,Poor Customer Service,2025-03-24,7
TICKET000684,CUST085925,Card Not Working,2024-05-25,5
TICKET000685,CUST016320,Poor Customer Service,2025-03-04,6
TICKET000686,CUST059459,ATM Withdrawal Failed,2024-11-07,10
TICKET000687,CUST076718,Incorrect Charges,2024-05-21,4
TICKET000688,CUST039290,Delayed Refund,2024-07-17,2
TICKET000689,CUST060829,ATM Withdrawal Failed,2025-01-17,8
TICKET000690,CUST036276,Delayed Refund,2024-08-08,0
TICKET000691,CUST044568,Unauthorized Transaction,2024-12-23,1
TICKET000692,CUST021419,Card Not Working,2024-10-18,0
TICKET000693,CUST045058,ATM Withdrawal Failed,2024-06-08,10
TICKET000694,CUST069204,ATM Withdrawal Failed,2024-05-21,0
TICKET000695,CUST079826,Loan Application Rejected,2025-04-01,8
TICKET000696,CUST019619,Delayed Refund,2024-09-02,4
TICKET000697,CUST058422,Delayed Refund,2025-03-27,5
TICKET000698,CUST008826,Card Not Working,2025-04-19,2
TICKET000699,CUST009084,Account Locked,2024-09-23,1
TICKET000700,CUST005995,Mobile App Issues,2025-05-02,7
TICKET000701,CUST072248,Unauthorized Transaction,2025-01-14,1
TICKET000702,CUST004531,KYC Verification Delay,2025-02-20,3
TICKET000703,CUST089272,ATM Withdrawal Failed,2025-01-20,6
TICKET000704,CUST098114,Incorrect Charges,2024-05-11,6
TICKET000705,CUST051476,Card Not Working,2024-07-10,2
TICKET000706,CUST058678,Mobile App Issues,2025-01-08,10
TICKET000707,CUST001407,Card Not Working,2025-03-05,4
TICKET000708,CUST078013,Incorrect Charges,2025-04-13,0
TICKET000709,CUST095549,Loan Application Rejected,2025-02-11,3
TICKET000710,CUST037297,Poor Customer Service,2024-07-11,10
TICKET000711,CUST043747,ATM Withdrawal Failed,2024-12-28,2
TICKET000712,CUST099001,Unauthorized Transaction,2025-01-22,6
TICKET000713,CUST026181,Card Not Working,2024-09-22,4
TICKET000714,CUST076652,Incorrect Charges,2024-05-17,9
TICKET000715,CUST000380,Unauthorized Transaction,2024-09-20,1
TICKET000716,CUST079919,Unauthorized Transaction,2025-04-26,10
TICKET000717,CUST027649,ATM Withdrawal Failed,2024-06-25,8
TICKET000718,CUST009098,ATM Withdrawal Failed,2024-06-05,6
TICKET000719,CUST038922,KYC Verification Delay,2024-05-18,3
TICKET000720,CUST056907,Loan Application Rejected,2024-12-18,6
TICKET000721,CUST073924,Poor Customer Service,2024-06-05,3
TICKET000722,CUST004489,Card Not Working,2024-08-02,3
TICKET000723,CUST035621,Delayed Refund,2024-08-25,7
TICKET000724,CUST028906,Account Locked,2025-04-27,7
TICKET000725,CUST033988,KYC Verification Delay,2024-06-19,7
TICKET000726,CUST032867,Loan Application Rejected,2024-08-04,7
TICKET000727,CUST017764,Loan Application Rejected,2024-09-12,10
TICKET000728,CUST015541,KYC Verification Delay,2025-01-10,4
TICKET000729,CUST009734,Unauthorized Transaction,2024-10-06,5
TICKET000730,CUST057144,Loan Application Rejected,2025-05-05,5
TICKET000731,CUST065750,Loan Application Rejected,2024-10-14,9
TICKET000732,CUST020752,KYC Verification Delay,2025-03-01,3
TICKET000733,CUST071056,Incorrect Charges,2025-02-27,1
TICKET000734,CUST098106,Loan Application Rejected,2024-12-14,5
TICKET000735,CUST013242,Account Locked,2024-05-27,6
TICKET000736,CUST065746,Account Locked,2025-04-03,6
TICKET000737,CUST074686,Delayed Refund,2024-11-15,4
TICKET000738,CUST088241,Unauthorized Transaction,2025-03-29,9
TICKET000739,CUST050770,Poor Customer Service,2024-05-18,2
TICKET000740,CUST090964,Unauthorized Transaction,2024-12-28,2
TICKET000741,CUST081801,KYC Verification Delay,2024-06-06,4
TICKET000742,CUST076857,Incorrect Charges,2024-06-15,1
TICKET000743,CUST043761,Unauthorized Transaction,2024-09-12,0
TICKET000744,CUST089789,Poor Customer Service,2025-04-10,0
TICKET000745,CUST085905,Poor Customer Service,2024-12-27,3
TICKET000746,CUST003088,ATM Withdrawal Failed,2025-03-26,2
TICKET000747,CUST087527,KYC Verification Delay,2025-03-30,7
TICKET000748,CUST077694,Card Not Working,2025-03-04,4
TICKET000749,CUST052130,Poor Customer Service,2024-07-11,9
TICKET000750,CUST094101,Incorrect Charges,2024-10-18,8
TICKET000751,CUST082163,KYC Verification Delay,2025-05-07,8
TICKET000752,CUST043522,Incorrect Charges,2024-06-21,8
TICKET000753,CUST085645,Card Not Working,2025-03-20,1
TICKET000754,CUST007864,Delayed Refund,2025-02-21,0
TICKET000755,CUST036616,KYC Verification Delay,2024-05-25,7
TICKET000756,CUST059201,Account Locked,2025-01-08,0
TICKET000757,CUST068005,Loan Application Rejected,2024-10-11,10
TICKET000758,CUST031734,Poor Customer Service,2024-12-15,1
TICKET000759,CUST050830,Mobile App Issues,2024-10-29,7
TICKET000760,CUST085547,Mobile App Issues,2024-07-19,1
TICKET000761,CUST057282,Incorrect Charges,2024-07-16,5
TICKET000762,CUST095210,Incorrect Charges,2025-01-02,8
TICKET000763,CUST043873,Card Not Working,2025-03-26,1
TICKET000764,CUST042857,Mobile App Issues,2024-07-03,0
TICKET000765,CUST034828,ATM Withdrawal Failed,2025-04-24,7
TICKET000766,CUST047841,Card Not Working,2024-12-23,1
TICKET000767,CUST086815,Card Not Working,2024-07-05,7
TICKET000768,CUST041447,Card Not Working,2024-12-26,4
TICKET000769,CUST097363,Poor Customer Service,2025-04-02,5
TICKET000770,CUST066766,KYC Verification Delay,2024-06-30,6
TICKET000771,CUST001828,Incorrect Charges,2025-01-23,8
TICKET000772,CUST003479,Mobile App Issues,2025-01-08,4
TICKET000773,CUST055712,Loan Application Rejected,2025-04-07,6
TICKET000774,CUST090359,KYC Verification Delay,2024-07-29,4
TICKET000775,CUST036459,Account Locked,2024-08-23,4
TICKET000776,CUST083517,Delayed Refund,2025-04-21,10
TICKET000777,CUST064948,Delayed Refund,2025-04-22,9
TICKET000778,CUST041778,Unauthorized Transaction,2024-11-18,9
TICKET000779,CUST093511,KYC Verification Delay,2025-03-23,2
TICKET000780,CUST042223,Unauthorized Transaction,2024-11-24,2
TICKET000781,CUST020614,KYC Verification Delay,2024-11-01,0
TICKET000782,CUST082083,Card Not Working,2025-03-14,1
TICKET000783,CUST070622,Mobile App Issues,2024-12-24,5
